internal_txn_id,transaction_date,amount,account_last4,merchant_descriptor,nacha_return_code,card_number_masked,mcc,merchant_number
TXN-B1E1C41C76,2026-06-21,133.85,1036,FUEL STOP #4471,,459459******1036,5541,MID700000
TXN-BCD4A4EFDA,2026-06-16,40.79,3602,HWY60 FUEL CTR,,924604******3602,5542,MID700002
TXN-096813BB3E,2026-06-01,106.33,9094,HWY60 FUEL CTR,R02,184051******9094,5542,MID700002
TXN-32CDDEF784,2026-06-05,41.56,3617,EXPRESS FUEL 8,,539099******3617,5542,MID700004
TXN-F5A341375A,2026-06-04,47.57,9512,PANTRY PLUS 77,,639561******9512,5499,MID700007
TXN-F25CBA45A5,2026-06-05,108.32,5971,CORNER STORE 3,,250951******5971,5499,MID700005
TXN-829DD284E1,2026-06-15,74.19,5004,PANTRY PLUS 77,,188287******5004,5499,MID700007
TXN-C304E8A26E,2026-06-01,155.18,0511,GAS N GO 214,,261087******0511,5541,MID700006
TXN-68ADC92872,2026-06-28,63.01,7613,QUIKMART 0092,,812797******7613,5499,MID700001
TXN-0C343A8C6E,2026-06-22,158.91,2395,PANTRY PLUS 77,R07,727291******2395,5499,MID700007
TXN-B8DD482A5A,2026-06-02,176.8,5309,QUIKMART 0092,,724088******5309,5499,MID700001
TXN-5D7798221A,2026-06-17,56.51,3651,GAS N GO 214,,425804******3651,5541,MID700006
TXN-A651A79A63,2026-06-06,40.96,9863,QUIKMART 0092,,979952******9863,5499,MID700001
TXN-E22E86FAEB,2026-06-19,41.59,8399,FUEL STOP #4471,,737123******8399,5541,MID700000
TXN-D2D9CD2A4B,2026-06-03,50.74,9937,PANTRY PLUS 77,,130733******9937,5499,MID700007
TXN-6208EAD92E,2026-06-15,113.43,1127,TRAVEL PLAZA 12,,899697******1127,5541,MID700003
TXN-1AE80FA66D,2026-06-29,144.34,8246,QUIKMART 0092,,954782******8246,5499,MID700001
TXN-5CED964CE1,2026-06-14,52.87,7899,GAS N GO 214,,910506******7899,5541,MID700006
TXN-BC910AB552,2026-06-18,82.43,3096,FUEL STOP #4471,,674044******3096,5541,MID700000
TXN-99F6388287,2026-06-09,58.11,8783,GAS N GO 214,,433244******8783,5541,MID700006
TXN-DAB7B23658,2026-06-19,71.82,6522,HWY60 FUEL CTR,,738260******6522,5542,MID700002
TXN-CD791459BE,2026-06-23,23.59,6375,FUEL STOP #4471,,863622******6375,5541,MID700000
TXN-FDA73AC409,2026-06-21,100.97,9788,FUEL STOP #4471,,812898******9788,5541,MID700000
TXN-302FC5698B,2026-06-08,116.51,0590,CORNER STORE 3,,975358******0590,5499,MID700005
TXN-5D3F760288,2026-06-03,105.68,9160,CORNER STORE 3,,250931******9160,5499,MID700005
TXN-ED9BF9CCF7,2026-06-11,171.26,8409,EXPRESS FUEL 8,,748518******8409,5542,MID700004
TXN-46C3BC658B,2026-06-19,157.23,7896,QUIKMART 0092,,975598******7896,5499,MID700001
TXN-825392BE3B,2026-06-10,30.35,5603,QUIKMART 0092,,396630******5603,5499,MID700001
TXN-33921EAA9C,2026-06-08,159.0,3387,TRAVEL PLAZA 12,,501600******3387,5541,MID700003
TXN-7FED7FE439,2026-06-02,154.92,6081,CORNER STORE 3,,473564******6081,5499,MID700005
TXN-86A2FB7B03,2026-06-26,84.82,8859,FUEL STOP #4471,,503775******8859,5541,MID700000
TXN-8379573B5D,2026-06-11,74.66,4254,HWY60 FUEL CTR,,806387******4254,5542,MID700002
TXN-DBC8D3CB70,2026-06-06,109.28,9435,TRAVEL PLAZA 12,,372826******9435,5541,MID700003
TXN-C4896B0D7A,2026-06-05,179.27,8470,CORNER STORE 3,,575970******8470,5499,MID700005
TXN-565A99A8F4,2026-06-11,57.86,5903,EXPRESS FUEL 8,,163389******5903,5542,MID700004
TXN-64A22C5A9D,2026-06-17,95.44,7322,QUIKMART 0092,,656134******7322,5499,MID700001
TXN-AB96ECFB87,2026-06-06,71.7,5136,CORNER STORE 3,,564553******5136,5499,MID700005
TXN-FB1211E806,2026-06-28,18.81,3844,EXPRESS FUEL 8,,245017******3844,5542,MID700004
TXN-AE434A2D0A,2026-06-03,32.15,2544,QUIKMART 0092,,940232******2544,5499,MID700001
TXN-82F897BE6A,2026-06-11,157.6,7654,EXPRESS FUEL 8,,444985******7654,5542,MID700004
TXN-C75440DD57,2026-06-30,72.28,8841,TRAVEL PLAZA 12,,971174******8841,5541,MID700003
TXN-0643056862,2026-06-30,96.17,7816,EXPRESS FUEL 8,,939556******7816,5542,MID700004
TXN-1A8C9B4A84,2026-06-13,151.69,3614,EXPRESS FUEL 8,,717441******3614,5542,MID700004
TXN-A949300821,2026-06-03,45.1,4744,QUIKMART 0092,,712238******4744,5499,MID700001
TXN-1036C75B01,2026-06-23,87.34,0134,TRAVEL PLAZA 12,,269636******0134,5541,MID700003
TXN-82E460FB6F,2026-06-05,24.25,6429,QUIKMART 0092,,878629******6429,5499,MID700001
TXN-7A45A0E84A,2026-06-02,47.86,1539,TRAVEL PLAZA 12,,539739******1539,5541,MID700003
TXN-360C963F9B,2026-06-29,23.59,3568,QUIKMART 0092,,885328******3568,5499,MID700001
TXN-219EFA0ABC,2026-06-05,76.28,1466,TRAVEL PLAZA 12,,464321******1466,5541,MID700003
TXN-C73B52E774,2026-06-08,67.26,9148,CORNER STORE 3,,244564******9148,5499,MID700005
TXN-57D9D287D8,2026-06-07,108.51,8906,CORNER STORE 3,,277640******8906,5499,MID700005
TXN-E95951FD3A,2026-06-25,120.27,6210,HWY60 FUEL CTR,,834469******6210,5542,MID700002
TXN-A181D2D371,2026-06-05,116.15,5285,GAS N GO 214,,987473******5285,5541,MID700006
TXN-03B0EAED7A,2026-06-27,79.12,8026,EXPRESS FUEL 8,,149850******8026,5542,MID700004
TXN-C098BD1381,2026-06-24,169.81,6814,CORNER STORE 3,,265757******6814,5499,MID700005
TXN-9F88BC9AB6,2026-06-13,46.26,8621,TRAVEL PLAZA 12,,468033******8621,5541,MID700003
TXN-A89EE8FD6A,2026-06-26,44.77,6579,CORNER STORE 3,,504295******6579,5499,MID700005
TXN-68B57F0040,2026-06-11,115.39,9226,TRAVEL PLAZA 12,,419177******9226,5541,MID700003
TXN-35CFDE8991,2026-06-29,64.8,4920,TRAVEL PLAZA 12,,112349******4920,5541,MID700003
TXN-3C16EBBC2D,2026-06-05,37.84,6014,TRAVEL PLAZA 12,,170472******6014,5541,MID700003
TXN-0C6CE5E6E1,2026-06-19,150.22,1562,EXPRESS FUEL 8,,209449******1562,5542,MID700004
TXN-AA08595B2A,2026-06-24,122.71,9868,FUEL STOP #4471,,447620******9868,5541,MID700000
TXN-3462190618,2026-06-15,139.22,9424,QUIKMART 0092,,423897******9424,5499,MID700001
TXN-7A39B31C5E,2026-06-05,140.74,7879,TRAVEL PLAZA 12,,941390******7879,5541,MID700003
TXN-35AC25DC97,2026-06-22,83.24,5984,CORNER STORE 3,,987673******5984,5499,MID700005
TXN-CD10FEDD0B,2026-06-08,47.95,6124,HWY60 FUEL CTR,,836711******6124,5542,MID700002
TXN-B38C89FBA6,2026-06-15,92.75,5437,TRAVEL PLAZA 12,,149796******5437,5541,MID700003
TXN-4C90A064DA,2026-06-17,22.17,2790,FUEL STOP #4471,,578841******2790,5541,MID700000
TXN-F8BE7913F8,2026-06-01,63.26,6332,TRAVEL PLAZA 12,,239534******6332,5541,MID700003
TXN-56255A3F8C,2026-06-02,55.82,8673,EXPRESS FUEL 8,,828712******8673,5542,MID700004
TXN-3562B8ADA6,2026-06-29,78.88,0482,EXPRESS FUEL 8,,534572******0482,5542,MID700004
TXN-72A9A32BEE,2026-06-14,175.14,9918,CORNER STORE 3,,856611******9918,5499,MID700005
TXN-58F15EBCE6,2026-06-30,176.0,2378,HWY60 FUEL CTR,,952135******2378,5542,MID700002
TXN-C12C94933A,2026-06-15,138.03,4485,HWY60 FUEL CTR,,205259******4485,5542,MID700002
TXN-B5D7230C04,2026-06-23,143.67,2196,PANTRY PLUS 77,,745853******2196,5499,MID700007
TXN-1EFD757360,2026-06-24,125.77,3323,TRAVEL PLAZA 12,,175108******3323,5541,MID700003
TXN-87D0F86B88,2026-06-13,133.83,6457,FUEL STOP #4471,,217920******6457,5541,MID700000
TXN-EC424EBE7A,2026-06-02,46.33,7201,GAS N GO 214,,659789******7201,5541,MID700006
TXN-6507EEE15A,2026-06-17,33.67,9591,HWY60 FUEL CTR,,176616******9591,5542,MID700002
TXN-17586C8F66,2026-06-06,133.53,2024,QUIKMART 0092,,958865******2024,5499,MID700001
TXN-D2B64C7A12,2026-06-30,70.31,2459,HWY60 FUEL CTR,,503416******2459,5542,MID700002
TXN-77C973A779,2026-06-20,141.29,0200,PANTRY PLUS 77,,486356******0200,5499,MID700007
TXN-02A0DAD4E0,2026-06-29,105.31,9134,TRAVEL PLAZA 12,,446319******9134,5541,MID700003
TXN-FB50C5EDCD,2026-06-06,41.62,4659,HWY60 FUEL CTR,,316267******4659,5542,MID700002
TXN-88B91BAF7B,2026-06-16,37.2,4496,CORNER STORE 3,,134446******4496,5499,MID700005
TXN-499E97B7CE,2026-06-23,62.39,9975,CORNER STORE 3,,367795******9975,5499,MID700005
TXN-0A1DCF658A,2026-06-10,176.58,0025,QUIKMART 0092,,895506******0025,5499,MID700001
TXN-4850A5B902,2026-06-07,128.85,4168,QUIKMART 0092,,291058******4168,5499,MID700001
TXN-CA7AE85C6B,2026-06-11,167.18,7849,PANTRY PLUS 77,,636997******7849,5499,MID700007
TXN-3ACE5F40FA,2026-06-10,108.22,5169,FUEL STOP #4471,,307288******5169,5541,MID700000
TXN-DCB506737F,2026-06-19,114.94,3070,QUIKMART 0092,,111696******3070,5499,MID700001
TXN-CE70783EB8,2026-06-10,43.88,6131,FUEL STOP #4471,,812050******6131,5541,MID700000
TXN-306D140DD5,2026-06-05,141.96,1609,HWY60 FUEL CTR,,330671******1609,5542,MID700002
TXN-94E5345712,2026-06-04,100.9,5119,FUEL STOP #4471,,713853******5119,5541,MID700000
TXN-3552B43195,2026-06-01,173.12,9168,QUIKMART 0092,,745230******9168,5499,MID700001
TXN-616BEAB755,2026-06-05,19.78,0826,QUIKMART 0092,,111929******0826,5499,MID700001
TXN-FC72DE77AB,2026-06-25,125.69,8740,QUIKMART 0092,,443565******8740,5499,MID700001
TXN-E6BACE7075,2026-06-08,171.33,2354,EXPRESS FUEL 8,,306102******2354,5542,MID700004
TXN-86B1814793,2026-06-06,61.57,5711,HWY60 FUEL CTR,,107528******5711,5542,MID700002
TXN-5D9C6C83A1,2026-06-06,175.69,6288,QUIKMART 0092,,141897******6288,5499,MID700001
TXN-517469A9D5,2026-06-19,153.06,1873,PANTRY PLUS 77,,228495******1873,5499,MID700007
TXN-CA74973E4C,2026-06-02,29.94,2276,FUEL STOP #4471,,223471******2276,5541,MID700000
TXN-F998DD0EF0,2026-06-30,170.65,7122,CORNER STORE 3,,241947******7122,5499,MID700005
TXN-3B65668A73,2026-06-12,33.1,4623,FUEL STOP #4471,,155625******4623,5541,MID700000
TXN-4D20A2EAF2,2026-06-30,74.45,6835,HWY60 FUEL CTR,,318129******6835,5542,MID700002
TXN-976D63607B,2026-06-26,83.62,7471,GAS N GO 214,,705109******7471,5541,MID700006
TXN-00759F1B8D,2026-06-09,82.79,8948,CORNER STORE 3,,235970******8948,5499,MID700005
TXN-3AAAA899E8,2026-06-09,91.71,1281,QUIKMART 0092,,946964******1281,5499,MID700001
TXN-6FC40EBB90,2026-06-15,99.59,7687,CORNER STORE 3,,630402******7687,5499,MID700005
TXN-418D424D01,2026-06-06,109.52,4780,FUEL STOP #4471,,410234******4780,5541,MID700000
TXN-C4B7CD512E,2026-06-19,136.93,7317,CORNER STORE 3,,827909******7317,5499,MID700005
TXN-37A3B5AC12,2026-06-16,139.21,6765,GAS N GO 214,,490125******6765,5541,MID700006
TXN-6B72D0E7AF,2026-06-10,93.58,8724,TRAVEL PLAZA 12,,392977******8724,5541,MID700003
TXN-F6ED541A6C,2026-06-02,31.07,8704,CORNER STORE 3,,523419******8704,5499,MID700005
TXN-AF500168A5,2026-06-24,125.86,3193,CORNER STORE 3,,490668******3193,5499,MID700005
TXN-09E391F196,2026-06-09,46.86,0388,QUIKMART 0092,,552090******0388,5499,MID700001
TXN-B47EAE46EC,2026-06-21,108.4,3027,QUIKMART 0092,,718493******3027,5499,MID700001
TXN-650F477E92,2026-06-06,143.82,4543,FUEL STOP #4471,,133767******4543,5541,MID700000
TXN-917401BC07,2026-06-05,104.2,7065,TRAVEL PLAZA 12,,577768******7065,5541,MID700003
TXN-2560BC76BC,2026-06-01,168.93,6397,EXPRESS FUEL 8,,536796******6397,5542,MID700004
TXN-9E5A6AF18F,2026-06-08,15.55,7898,QUIKMART 0092,,333265******7898,5499,MID700001
TXN-2063BEA51A,2026-06-15,140.47,4750,TRAVEL PLAZA 12,,666162******4750,5541,MID700003
TXN-71848D7F00,2026-06-05,20.89,0415,TRAVEL PLAZA 12,,162441******0415,5541,MID700003
TXN-FD8B31B70E,2026-06-02,81.91,3468,PANTRY PLUS 77,,895385******3468,5499,MID700007
TXN-204C729D17,2026-06-08,130.71,2138,FUEL STOP #4471,,157891******2138,5541,MID700000
TXN-5DB61A85F3,2026-06-08,25.41,3320,GAS N GO 214,,171805******3320,5541,MID700006
TXN-26B87E01D9,2026-06-06,70.36,1978,EXPRESS FUEL 8,,903581******1978,5542,MID700004
TXN-0EB94BC722,2026-06-01,160.14,1322,FUEL STOP #4471,,790024******1322,5541,MID700000
TXN-9B91D4683F,2026-06-15,82.99,2859,FUEL STOP #4471,,247721******2859,5541,MID700000
TXN-CA43CAF72A,2026-06-20,74.71,8842,TRAVEL PLAZA 12,R09,535645******8842,5541,MID700003
TXN-49E7108208,2026-06-21,75.09,3433,GAS N GO 214,,521898******3433,5541,MID700006
TXN-6BE313363E,2026-06-08,134.03,9710,CORNER STORE 3,,333258******9710,5499,MID700005
TXN-3925735450,2026-06-19,94.93,7141,HWY60 FUEL CTR,,791243******7141,5542,MID700002
TXN-6C342CFE98,2026-06-09,37.52,7627,PANTRY PLUS 77,,875271******7627,5499,MID700007
TXN-9D4BB359E9,2026-06-14,156.4,8015,TRAVEL PLAZA 12,,895019******8015,5541,MID700003
TXN-07C087CD73,2026-06-19,163.21,6844,FUEL STOP #4471,,788838******6844,5541,MID700000
TXN-24A174BDB0,2026-06-01,129.37,6662,TRAVEL PLAZA 12,,725300******6662,5541,MID700003
TXN-C57AD1E506,2026-06-25,37.87,6641,HWY60 FUEL CTR,,729350******6641,5542,MID700002
TXN-95E8E50670,2026-06-20,104.5,3393,QUIKMART 0092,,276492******3393,5499,MID700001
TXN-258ABCDBCC,2026-06-21,107.2,1097,TRAVEL PLAZA 12,,302967******1097,5541,MID700003
TXN-0578D78DE7,2026-06-29,59.11,6929,EXPRESS FUEL 8,,102638******6929,5542,MID700004
TXN-E71E4F14B7,2026-06-22,170.99,1075,TRAVEL PLAZA 12,,913056******1075,5541,MID700003
TXN-6AE76B030C,2026-06-17,172.1,0371,EXPRESS FUEL 8,,298686******0371,5542,MID700004
TXN-AC7A8879E4,2026-06-17,121.37,6745,CORNER STORE 3,,257699******6745,5499,MID700005
TXN-24F92822BE,2026-06-08,94.9,4720,FUEL STOP #4471,,509970******4720,5541,MID700000
TXN-9753BAF27F,2026-06-06,54.25,0674,CORNER STORE 3,,479457******0674,5499,MID700005
TXN-CFE2F88A4E,2026-06-04,166.87,6628,PANTRY PLUS 77,,450429******6628,5499,MID700007
TXN-9E7BBE2846,2026-06-25,176.81,9399,HWY60 FUEL CTR,R29,717440******9399,5542,MID700002
TXN-938CC31DAF,2026-06-15,73.97,5347,FUEL STOP #4471,,240984******5347,5541,MID700000
TXN-52D5545FD1,2026-06-13,47.08,5206,FUEL STOP #4471,R16,942071******5206,5541,MID700000
TXN-4CF6E29137,2026-06-15,137.35,6809,PANTRY PLUS 77,,710489******6809,5499,MID700007
TXN-16E68BC226,2026-06-11,25.91,9677,GAS N GO 214,,286993******9677,5541,MID700006
TXN-7B3C24AA1A,2026-06-02,150.76,4947,EXPRESS FUEL 8,,153387******4947,5542,MID700004
TXN-14F1B99DA7,2026-06-06,96.16,4009,FUEL STOP #4471,,570554******4009,5541,MID700000
TXN-D205E2246E,2026-06-04,76.58,9425,FUEL STOP #4471,,303196******9425,5541,MID700000
TXN-C21C8DDA4A,2026-06-10,63.12,1258,TRAVEL PLAZA 12,,950101******1258,5541,MID700003
TXN-08575E1233,2026-06-04,103.18,5761,HWY60 FUEL CTR,,850495******5761,5542,MID700002
TXN-6E1205B27F,2026-06-20,128.79,8612,QUIKMART 0092,,723198******8612,5499,MID700001
TXN-B12BB43F6C,2026-06-11,43.41,4991,FUEL STOP #4471,,892268******4991,5541,MID700000
TXN-30A97E0401,2026-06-01,142.82,7065,FUEL STOP #4471,,577768******7065,5541,MID700000
TXN-A02B495DC9,2026-06-20,48.89,3277,HWY60 FUEL CTR,,849319******3277,5542,MID700002
TXN-8BF2C0BEED,2026-06-03,31.35,9472,FUEL STOP #4471,,347611******9472,5541,MID700000
TXN-256331F112,2026-06-23,112.25,7203,QUIKMART 0092,,924418******7203,5499,MID700001
TXN-51494F784D,2026-06-23,62.56,0665,QUIKMART 0092,,323589******0665,5499,MID700001
TXN-2F717A1269,2026-06-03,162.63,7793,CORNER STORE 3,,290952******7793,5499,MID700005
TXN-533D6367CC,2026-06-30,162.25,2764,QUIKMART 0092,,480391******2764,5499,MID700001
TXN-79674C147A,2026-06-25,145.27,6557,CORNER STORE 3,,987623******6557,5499,MID700005
TXN-AF6A2911CC,2026-06-04,136.74,1117,PANTRY PLUS 77,,867654******1117,5499,MID700007
TXN-88C80CFE17,2026-06-07,63.44,8157,PANTRY PLUS 77,,741767******8157,5499,MID700007
TXN-8D4B72B71A,2026-06-15,90.84,0538,HWY60 FUEL CTR,,764200******0538,5542,MID700002
TXN-820496AC40,2026-06-22,104.0,7697,PANTRY PLUS 77,,916535******7697,5499,MID700007
TXN-CA66F60334,2026-06-05,153.09,5715,FUEL STOP #4471,,848515******5715,5541,MID700000
TXN-5057D9E4B9,2026-06-23,25.81,4995,QUIKMART 0092,,666241******4995,5499,MID700001
TXN-C1A58C5956,2026-06-13,109.11,5282,QUIKMART 0092,,640022******5282,5499,MID700001
TXN-40F63B1D15,2026-06-28,175.73,1234,TRAVEL PLAZA 12,,621237******1234,5541,MID700003
TXN-51D84A5648,2026-06-26,102.63,6997,TRAVEL PLAZA 12,,359661******6997,5541,MID700003
TXN-93FB7E89C6,2026-06-18,44.8,0304,HWY60 FUEL CTR,,812787******0304,5542,MID700002
TXN-73BCD6DEAD,2026-06-21,24.88,3287,CORNER STORE 3,,627201******3287,5499,MID700005
TXN-6133D786A0,2026-06-10,121.6,4201,TRAVEL PLAZA 12,,147806******4201,5541,MID700003
TXN-A0BC0E541F,2026-06-05,19.81,4551,HWY60 FUEL CTR,,216790******4551,5542,MID700002
TXN-FB21BE8DFE,2026-06-22,123.48,1479,GAS N GO 214,,595140******1479,5541,MID700006
TXN-C5DBCBE313,2026-06-29,29.89,9827,QUIKMART 0092,,544138******9827,5499,MID700001
TXN-75F56AFEE5,2026-06-14,56.96,9658,FUEL STOP #4471,,495725******9658,5541,MID700000
TXN-DAFBC384F5,2026-06-27,65.85,9925,FUEL STOP #4471,,942752******9925,5541,MID700000
TXN-6E6F41D33E,2026-06-04,103.26,3872,PANTRY PLUS 77,,165593******3872,5499,MID700007
TXN-41C7BE56E1,2026-06-21,67.34,6656,FUEL STOP #4471,,927519******6656,5541,MID700000
TXN-9DB700AAC2,2026-06-09,98.55,5764,GAS N GO 214,,654054******5764,5541,MID700006
TXN-13BCA296F7,2026-06-21,65.42,9434,QUIKMART 0092,,265314******9434,5499,MID700001
TXN-C362EFE3FE,2026-06-05,58.01,9716,CORNER STORE 3,,820555******9716,5499,MID700005
TXN-3B266415F1,2026-06-21,52.74,1457,PANTRY PLUS 77,,690734******1457,5499,MID700007
TXN-1B3DC472D9,2026-06-14,142.6,7433,PANTRY PLUS 77,,719303******7433,5499,MID700007
TXN-2C0F3739A1,2026-06-10,134.91,3102,GAS N GO 214,,603024******3102,5541,MID700006
TXN-BBB41053EF,2026-06-28,68.34,6513,TRAVEL PLAZA 12,,818359******6513,5541,MID700003
TXN-86FA2E0227,2026-06-26,113.71,0745,FUEL STOP #4471,R05,895782******0745,5541,MID700000
TXN-2102DDBE4E,2026-06-15,36.77,5198,GAS N GO 214,,452367******5198,5541,MID700006
TXN-62B7F8EA73,2026-06-25,167.91,8470,CORNER STORE 3,,575970******8470,5499,MID700005
TXN-B6FE05B77D,2026-06-06,20.92,4263,HWY60 FUEL CTR,,506087******4263,5542,MID700002
TXN-2284E99F89,2026-06-04,72.68,3337,EXPRESS FUEL 8,,499971******3337,5542,MID700004
TXN-E0AA69FD21,2026-06-03,55.62,8161,QUIKMART 0092,,480422******8161,5499,MID700001
TXN-5097FFEC2D,2026-06-22,94.18,4412,FUEL STOP #4471,,333604******4412,5541,MID700000
TXN-89143C6036,2026-06-10,68.32,0909,QUIKMART 0092,,676503******0909,5499,MID700001
TXN-4CBEE95153,2026-06-21,139.17,2525,QUIKMART 0092,,307393******2525,5499,MID700001
TXN-1652A18FAA,2026-06-13,93.61,9225,GAS N GO 214,,494523******9225,5541,MID700006
TXN-46E722ED84,2026-06-30,96.73,8596,QUIKMART 0092,,429111******8596,5499,MID700001
TXN-867BD59C0B,2026-06-03,166.35,8411,QUIKMART 0092,,746979******8411,5499,MID700001
TXN-1E497A94FD,2026-06-26,45.06,6438,FUEL STOP #4471,,551905******6438,5541,MID700000
TXN-D180127BDF,2026-06-06,27.91,9896,EXPRESS FUEL 8,,359787******9896,5542,MID700004
TXN-C123DB3072,2026-06-16,64.96,5910,GAS N GO 214,,366329******5910,5541,MID700006
TXN-1C261EB770,2026-06-27,118.3,8824,TRAVEL PLAZA 12,,402846******8824,5541,MID700003
TXN-00ABFDB984,2026-06-08,48.22,9329,GAS N GO 214,,682189******9329,5541,MID700006
TXN-B8651E677F,2026-06-16,99.7,7993,TRAVEL PLAZA 12,,882546******7993,5541,MID700003
TXN-B7789AEDB7,2026-06-23,86.98,2643,EXPRESS FUEL 8,,642342******2643,5542,MID700004
TXN-CCD94BA239,2026-06-24,132.38,6829,CORNER STORE 3,,820235******6829,5499,MID700005
TXN-38F54A2D8C,2026-06-14,170.6,8089,EXPRESS FUEL 8,,263610******8089,5542,MID700004
TXN-7FCCC8EDD9,2026-06-04,116.9,1977,TRAVEL PLAZA 12,,100956******1977,5541,MID700003
TXN-FCFC9D1882,2026-06-02,167.89,7173,PANTRY PLUS 77,,582485******7173,5499,MID700007
TXN-BC7D25D13F,2026-06-07,165.31,2572,EXPRESS FUEL 8,,915335******2572,5542,MID700004
TXN-424B6A3C8C,2026-06-01,55.48,7760,CORNER STORE 3,,531816******7760,5499,MID700005
TXN-F8AF7CB815,2026-06-14,83.21,6706,PANTRY PLUS 77,,479835******6706,5499,MID700007
TXN-CAAE0ABA84,2026-06-25,42.11,1007,GAS N GO 214,,786157******1007,5541,MID700006
TXN-E048EB738C,2026-06-22,130.63,4986,CORNER STORE 3,,139495******4986,5499,MID700005
TXN-E186BE8838,2026-06-23,71.97,6627,TRAVEL PLAZA 12,,127251******6627,5541,MID700003
TXN-0C93CBF105,2026-06-11,139.91,2621,FUEL STOP #4471,,595334******2621,5541,MID700000
TXN-4B7FCF9EA8,2026-06-12,35.43,2043,PANTRY PLUS 77,,894659******2043,5499,MID700007
TXN-B8359D51BD,2026-06-12,64.37,9384,HWY60 FUEL CTR,,328239******9384,5542,MID700002
TXN-31A68CD9AF,2026-06-02,85.11,2130,PANTRY PLUS 77,,591987******2130,5499,MID700007
TXN-22B2BD137B,2026-06-16,135.73,6830,HWY60 FUEL CTR,,571038******6830,5542,MID700002
TXN-19025F47C2,2026-06-12,167.08,1945,GAS N GO 214,R02,822930******1945,5541,MID700006
TXN-3D715D699E,2026-06-02,169.58,4999,EXPRESS FUEL 8,,242307******4999,5542,MID700004
TXN-C8777D5CA6,2026-06-16,152.69,9923,HWY60 FUEL CTR,,398635******9923,5542,MID700002
TXN-BADB9CB818,2026-06-13,70.93,0750,PANTRY PLUS 77,,240375******0750,5499,MID700007
TXN-C80A8F43DD,2026-06-20,104.4,0866,TRAVEL PLAZA 12,,655855******0866,5541,MID700003
TXN-60D066D541,2026-06-03,148.14,9942,CORNER STORE 3,,554467******9942,5499,MID700005
TXN-C2FA0F2B41,2026-06-06,62.08,2992,EXPRESS FUEL 8,,830870******2992,5542,MID700004
TXN-039388F458,2026-06-29,68.5,6152,QUIKMART 0092,,637899******6152,5499,MID700001
TXN-4FA38C461A,2026-06-01,82.24,3829,FUEL STOP #4471,,543780******3829,5541,MID700000
TXN-86E707D4F0,2026-06-05,76.6,2755,TRAVEL PLAZA 12,,212739******2755,5541,MID700003
